X,Y,Z
0.269466,0.26386,2.48952
0.487687,0.264397,2.46931
0.578007,0.268282,2.4481
-0.219508,-0.136069,2.40747
-0.228368,-0.579588,2.45829
-0.238229,-0.930485,2.54629
-0.228768,-0.965641,2.47189
-0.0494854,-0.13321,2.43568
-0.0321784,-0.574708,2.45752
-0.0194501,-0.934469,2.55549
-0.00994789,-0.969722,2.48101
-0.13902,-0.047016,2.43367
-0.147216,0.0076922,2.48331
-0.157902,0.320909,2.47301
-0.154391,0.52416,2.43421
-0.352072,0.24833,2.46561
-0.57321,0.240329,2.39622
-0.784879,0.226949,2.33215
-0.870827,0.221887,2.29762
0.036042,0.264262,2.51057
0.269444,0.263898,2.48959
0.487578,0.264298,2.46961
0.577912,0.268091,2.4482
-0.219511,-0.136067,2.40748
-0.228369,-0.579582,2.4583
-0.238165,-0.930466,2.54631
-0.22869,-0.965619,2.47193
-0.0494903,-0.133207,2.4357
-0.0321844,-0.574687,2.45753
-0.0194384,-0.934485,2.55555
-0.00992979,-0.969735,2.48109
-0.139022,-0.0470154,2.43368
-0.147221,0.00769262,2.48333
-0.157914,0.320971,2.47303
-0.154384,0.524143,2.43422
-0.352047,0.24833,2.46562
-0.573202,0.240327,2.39623
-0.784864,0.226963,2.33215
-0.870815,0.221884,2.29763
0.036046,0.264268,2.51062
0.269425,0.263934,2.48966
0.487485,0.264237,2.46992
0.57778,0.267953,2.44816
-0.219513,-0.136066,2.4075
-0.228369,-0.579577,2.45831
-0.238114,-0.930412,2.54633
-0.228626,-0.96556,2.47195
-0.0494951,-0.133204,2.43572
-0.032192,-0.574649,2.45753
-0.0194192,-0.934493,2.5556
-0.00990174,-0.96974,2.48115
-0.139025,-0.0470145,2.4337
-0.147226,0.00769329,2.48335
-0.157922,0.321029,2.47305
-0.154376,0.524125,2.43424
-0.352019,0.248329,2.46563
-0.573194,0.240324,2.39624
-0.784841,0.226979,2.33215
-0.870802,0.22188,2.29763
0.0360571,0.264274,2.51068
0.269409,0.263968,2.48973
0.492112,0.264213,2.46754
0.577333,0.267772,2.44793
-0.219516,-0.136063,2.40752
-0.22837,-0.579571,2.45833
-0.238073,-0.930318,2.54636
-0.228571,-0.96546,2472
-0.0494996,-0.1332,2.43574
-0.0322,-0.574609,2.45754
-0.0194041,-0.934506,2.55564
-0.00987841,-0.96975,2.48121
-0.139028,-0.0470131,2.43371
-0.147231,0.00769451,2.48336
-0.15793,0.321083,2.47308
-0.154369,0.524104,2.43426
-0.351991,0.248329,2.46564
-0.573181,0.240318,2.39625
-0.784813,0.226991,2.33215
-0.870783,0.221873,2.29764
0.0360688,0.264283,2.51075
0.269396,264,2.48979
0.496569,0.264186,2.46535
0.577084,0.267624,2.44773
-0.219518,-0.136061,2.40753
-0.228371,-0.579563,2.45834
-0.238032,-0.930223,2.5464
-0.228518,-0.965359,2.47204
-0.0495041,-0.133196,2.43576
-0.0322079,-0.574569,2.45754
-0.0193932,-0.934519,2.55567
-0.00986124,-0.969762,2.48125
-0.13903,-0.0470115,2.43373
-0.147235,0.00769622,2.48338
-0.157936,0.321135,2.4731
-0.154364,0.524082,2.43428
-0.351964,0.248329,2.46566
-0.573169,0.240311,2.39626
-0.784783,0.227002,2.33215
-0.870764,0.221865,2.29765
0.0360792,0.264291,2.51082
0.269384,0.264033,2.48985
0.500035,0.264209,2.46363
0.57691,0.267503,2.44756
-0.21952,-0.136057,2.40755
-0.228371,-0.579553,2.45835
-0.238006,-0.930235,2.54641
-0.228483,-0.965371,2.47206
-0.0495087,-0.133192,2.43578
-0.0322122,-0.574531,2.45755
-0.0193818,-0.934535,2.55569
-0.00984414,-0.969776,2.48128
-0.139031,-0.0470088,2.43375
-0.147239,0.0076987,2.4834
-0.157941,0.321183,2.47312
-0.154358,0.524063,2.43431
-0.351935,0.24833,2.46568
-0.573158,0.240302,2.39627
-0.784756,0.227011,2.33214
-0.870747,0.221859,2.29765
0.0360905,0.2643,2.51088
0.269373,0.264062,2.4899
0.503075,0.264234,2.46216
0.576875,0.267387,2.44729
-0.219521,-0.136053,2.40757
-0.228371,-0.579544,2.45836
-0.237977,-0.930241,2.54642
-0.228446,-0.965377,2.47208
-0.0495112,-0.133186,2.43581
-0.032219,-0.574478,2.45755
-0.019371,-0.934547,2.55571
-0.00982775,-0.969788,2.48131
-0.139032,-0.0470062,2.43377
-0.147243,0.00770129,2.48343
-0.157945,0.321226,2.47314
-0.154353,0.524044,2.43434
-0.3519,0.24833,2.4657
-0.573145,0.240288,2.39629
-0.784725,0.22702,2.33214
-0.870728,0.221851,2.29765
0.0361019,0.264316,2.51097
0.269363,0.264089,2.48996
0.505229,0.264244,2.46114
0.577039,0.267249,2.44708
-0.219521,-0.136048,2.4076
-0.228371,-0.579534,2.45837
-0.237963,-0.930234,2.54643
-0.228425,-0.96537,2.47209
-0.0495134,-0.133179,2.43584
-0.0322259,-0.574427,2.45756
-0.019362,-0.934556,2.55572
-0.00981302,-0.969796,2.48132
-0.139032,-0.0470042,2.4338
-0.147246,0.00770361,2.48345
-0.157946,0.321263,2.47316
-0.154348,0.524029,2.43437
-0.351865,0.24833,2.46572
-0.573298,0.240324,2.39624
-0.784824,0.227001,2.33209
-0.87086,0.221799,2.29763
0.0361137,0.264328,2.51105
0.269419,0.264091,2.49009
0.507016,0.264213,2.4605
0.57735,0.267061,2.44686
-0.21952,-0.136043,2.40762
-0.228372,-0.579526,2.45838
-0.23794,-0.930272,2.54643
-0.228393,-0.965408,2.4721
-0.0495156,-0.133172,2.43587
-0.0322335,-0.574382,2.45756
-0.0193562,-0.934569,2.55573
-0.00980297,-0.969806,2.48134
-0.139032,-0.0470019,2.43382
-0.147249,0.00770656,2.48347
-0.157944,0.321302,2.47318
-0.154345,0.524014,2.4344
-0.351828,0.24833,2.46574
-0.57343,0.240347,2.3962
-0.784909,0.226981,2.33206
-0.870974,0.221751,2.29761
0.0361287,0.26434,2.51114
0.269474,0.26409,2.49021
0.502862,0.26474,2.46448
0.577496,0.26688,2.44729
-0.21952,-0.136039,2.40765
-0.228375,-0.579521,2.4584
-0.2379,-0.930194,2.54648
-0.22834,-0.965325,2.47216
-0.0495176,-0.133166,2.4359
-0.0322416,-0.574337,2.45756
-0.0193526,-0.934575,2.55573
-0.00979627,-0.969811,2.48135
-0.139032,-0.047002,2.43386
-0.147252,0.00770735,2.48351
-0.157937,0.321341,2.47321
-0.154341,524,2.43443
-0.351791,0.24833,2.46576
-0.573499,0.240347,2.39619
-0.784945,0.22697,2.33204
-0.871031,0.22172,2.29761
0.0361451,0.264352,2.51123
0.269453,0.264011,2.49038
0.498491,0.264027,2.4678
0.577419,0.266632,2.44733
-0.21952,-0.136036,2.40768
-0.228378,-0.579516,2.45842
-0.237871,-0.93006,2.54652
-0.228298,-0.965186,2.47221
-0.049521,-0.133161,2.43594
-0.0322526,-0.574297,2.45756
-0.0193495,-0.934584,2.55574
-0.00979001,-0.969818,2.48135
-0.139032,-0.0470018,2.4339
-0.147255,0.00770739,2.48355
-0.15792,0.321377,2.47326
-0.154339,0.523986,2.43445
-0.351757,0.248331,2.46579
-0.573554,0.240331,2.3962
-0.784966,0.226962,2.33203
-0.871067,0.221696,2.2976
0.0361612,0.264364,2.51132
0.26944,0.263938,2.49056
0.497904,0.263958,2.46859
0.578317,0.266285,2.44721
-0.219521,-0.136034,2.40773
-0.228381,-0.579511,2.45844
-0.237843,-0.92992,2.54656
-0.228258,-0.96504,2.47226
-0.0495248,-0.133157,2.43598
-0.0322621,-0.574264,2.45757
-0.0193452,-0.934599,2.55574
-0.00978216,-0.969831,2.48137
-0.139031,-0.0470031,2.43394
-0.147256,0.00770649,2.4836
-0.157899,0.321414,2.47332
-0.154333,0.52397,2.43448
-0.351717,0.248327,2.46582
-0.573596,0.240304,2.39621
-0.784979,0.226958,2.33201
-0.871094,0.221679,2.2976
0.0361774,0.264375,2.51141
0.269431,0.263867,2.49073
0.495313,0.263746,2.47042
0.578383,0.265973,2.44775
-0.219521,-0.136032,2.40777
-0.228384,-0.579507,2.45846
-0.237816,-0.929782,2.5466
-0.228222,-0.964898,2.4723
-0.0495284,-0.133153,2.43602
-0.0322724,-0.574234,2.45758
-0.0193426,-0.934623,2.55575
-0.00977582,-0.969851,2.48138
-0.13903,-0.0470042,2.43399
-0.147258,0.00770595,2.48364
-0.157881,0.321449,2.47338
-0.154328,0.523954,2.4345
-0.351678,0.248322,2.46586
-0.573632,0.240273,2.39623
-0.784988,0.226946,2.33201
-0.871113,0.22166,2.2976
0.0361935,0.264385,2.51149
0.269416,0.263802,2.4909
0.497347,0.263758,2.46958
0.579144,0.265681,2.44774
-0.219522,-0.136031,2.40782
-0.228386,-0.579502,2.45848
-0.237799,-0.929597,2.54665
-0.228196,-0.964707,2.47236
-0.0495318,-0.133149,2.43606
-0.0322825,-0.574206,2.45759
-0.0193405,-0.934625,2.55576
-0.00977057,-0.96985,2.48139
-0.139029,-0.0470038,2.43404
-0.147258,0.00770769,2.48369
-0.157853,0.321488,2.47344
-0.154322,0.523941,2.43453
-0.351638,0.248317,2.46589
-0.573656,0.240225,2.39627
-0.784992,0.22694,2.33201
-0.871127,0.221642,2.29762
0.0362154,0.264396,2.51159
0.26926,0.26368,2.49119
0.499535,0.263775,2.46857
0.579925,0.265374,2.44775
-0.219524,-0.136028,2.40788
-0.228388,-0.579497,2.4585
-0.237812,-0.92977,2.5466
-0.228197,-0.964876,2.47231
-0.0495351,-0.133144,2.43611
-0.0322919,-0.574181,2.4576
-0.0193378,-0.934621,2.55576
-0.00976424,-0.969842,2.48139
-0.139027,-0.047004,2.43409
-0.147257,0.00770912,2.48375
-0.157821,0.321529,2.47351
-0.154315,0.523929,2.43456
-0.351598,0.248308,2.46594
-0.573668,0.240165,2.39632
-0.784987,0.226932,2.33201
-0.871131,0.221618,2.29764
0.0362356,0.264406,2.51168
0.269091,0.263552,2.49149
0.499742,0.263702,2.46856
0.580601,0.265072,2.44775
-0.219525,-0.136026,2.40794
-0.22839,-0.579492,2.45853
-0.237811,-0.929916,2.54657
-0.228189,-0.965018,2.47229
-0.0495382,-0.133139,2.43616
-0.0323014,-0.574158,2.45762
-0.0193372,-0.934617,2.55576
-0.00976095,-0.969834,2.4814
-0.139024,-0.0470032,2.43415
-0.147256,0.00771215,2.48381
-0.15779,0.321569,2.47358
-0.154307,0.523919,2.4346
-0.351555,0.248301,2.46599
-0.573669,0.240091,2.39639
-0.78497,0.226908,2.33203
-0.871122,0.221585,2.29767
0.0362624,0.264419,2.51178
0.268973,0.263463,2.49178
0.499967,0.263623,2.46849
0.581195,0.264798,2.44776
-0.219526,-0.136023,2408
-0.228393,-0.579487,2.45855
-0.23779,-0.930045,2.54655
-0.22816,-0.965146,2.47228
-0.0495417,-0.133134,2.43621
-0.0323139,-0.574131,2.45763
-0.0193338,-0.934606,2.55575
-0.00975428,-0.969819,2.48139
-0.13902,-0.0470028,2.43422
-0.147254,0.00771523,2.48388
-0.157762,0.321605,2.47364
-0.154298,0.523909,2.43465
-0.351513,0.248292,2.46603
-0.573671,0.240016,2.39645
-0.784955,0.226884,2.33205
-0.871098,0.22147,2.2977
0.0362869,0.264426,2.51188
0.26886,0.263376,2.49206
0.500808,0.263513,2.46832
0.581862,0.264603,2.44789
-0.219525,-0.136021,2.40807
-0.228397,-0.579482,2.45858
-0.237753,-0.930415,2.54644
-0.228114,-0.965512,2.47218
-0.0495438,-0.133128,2.43628
-0.0323219,-0.574115,2.45765
-0.0193321,-0.9346,2.55575
-0.00975007,-0.96981,2.48139
-0.139018,-0.0470032,2.43429
-0.147254,0.0077183,2.48394
-0.157739,0.321638,2.4737
-0.154287,0.523903,2.4347
-0.351473,0.248284,2.46609
-0.573849,0.24002,2.39643
-0.785106,0.22679,2.33208
-0.871315,0.221179,2.29773
0.0363065,0.264431,2.51198
0.26879,0.263314,2.49231
0.497411,0.264375,2.47121
0.581342,0.264488,2.4489
-0.219524,-0.136018,2.40814
-0.2284,-0.579477,2.45861
-0.237698,-0.930594,2.54637
-0.228052,-0.965689,2.47212
-0.049548,-0.133123,2.43635
-0.0323285,-0.574095,2.45767
-0.0193309,-0.934597,2.55575
-0.0097469,-0.969805,2.48139
-0.139013,-0.0470046,2.43437
-0.147251,0.00772045,2.48402
-0.157714,0.321669,2.47377
-0.154283,0.523886,2.43476
-0.351431,0.248271,2.46614
-0.573957,0.239998,2.39642
-0.785196,0.226723,2.3321
-0.871476,0.220826,2.29777
0.0363244,0.264434,2.51208
0.268787,0.263245,2.49256
0.495369,0.264466,2.47229
0.581116,0.26433,2.44926
-0.21952,-0.136017,2.40822
-0.228402,-0.579474,2.45864
-0.237673,-0.930724,2.54631
-0.228021,-0.965817,2.47207
-0.0495497,-0.133118,2.43644
-0.0323389,-0.574079,2.45768
-0.0193293,-0.934598,2.55574
-0.00974373,-0.969804,2.48139
-0.139007,-0.047008,2.43446
-0.147248,0.00772018,2.48411
-0.157698,0.321698,2.47385
-0.154275,0.523873,2.43485
-0.351391,0.248256,2.46621
-0.574009,0.23995,2.39645
-0.785233,0.22665,2.33215
-0.871552,0.220364,2.29793
0.0363359,0.264435,2.51219
0.268936,0.263169,2.49288
0.494138,0.264483,2.47299
0.581035,0.264193,2.44951
-0.219513,-0.136017,2.40831
-0.228405,-0.579471,2.45867
-0.237648,-0.930844,2.54627
-0.227991,-0.965935,2.47204
-0.0495494,-0.133113,2.43653
-0.0323484,-0.574059,2.4577
-0.0193278,-0.934594,2.55573
-0.00974028,-0.969798,2.48139
-139,-0.0470119,2.43455
-0.147245,0.00771977,2.48419
-0.157684,0.321725,2.47393
-0.154271,0.523863,2.43494
-0.351354,0.248239,2.46627
-0.57405,0.2399,2.39647
-0.785257,0.226565,2.3322
-0.871634,0.219677,2.29822
0.0363435,0.264433,2.5123
0.269229,0.263116,2.49321
0.493664,0.264533,2.4733
0.581444,0.264075,2.44966
-0.219505,-0.136018,2.4084
-0.228408,-0.579467,2.4587
-0.237619,-0.93094,2.54623
-0.227959,-0.966031,2.47201
-0.0495494,-0.133109,2.43663
-0.0323578,-0.574041,2.45772
-0.0193261,-0.934591,2.55572
-0.00973674,-0.969793,2.48138
-0.138994,-0.0470173,2.43464
-0.147244,0.0077156,2.48429
-0.157692,0.321747,2.47404
-0.154289,0.523859,2.43507
-0.351321,0.248223,2.46634
-0.574082,0.239842,2.39651
-0.785266,0.226479,2.33224
-0.871677,0.218918,2.29851
0.0363418,0.26443,2.51241
0.26953,0.263072,2.49352
0.494275,0.264596,2.47318
0.582552,0.263902,2.44987
-0.219495,-0.136019,2.40849
-0.228412,-0.579465,2.45872
-0.237591,-0.931063,2.54619
-0.227927,-0.966151,2.47197
-0.0495494,-0.133104,2.43673
-0.0323668,-0.574025,2.45773
-0.019325,-0.934589,2.55572
-0.00973421,-0.969791,2.48138
-0.13899,-0.0470221,2.43475
-0.147247,0.00771125,2.4844
-0.157714,0.321763,2.47417
-0.15431,0.523848,2.4352
-0.351291,0.248204,2.46641
-0.574106,0.239782,2.39655
-0.785266,0.226384,2.33228
-0.871694,0.218177,2.29878
0.0363376,0.264428,2.51252
0.269813,0.26305,2.49379
0.495484,0.264611,2.47281
0.583666,0.263703,2.45006
-0.219485,-0.136021,2.40859
-0.228418,-0.579463,2.45875
-0.237577,-0.931159,2.54618
-0.227909,-0.966244,2.47196
-0.0495487,-0.133099,2.43683
-0.0323747,-0.574009,2.45775
-0.0193311,-0.934606,2.55571
-0.00973683,-0.969802,2.48138
-0.138986,-0.0470269,2.43486
-0.147249,0.00770771,2.4845
-0.157736,0.321776,2.47427
-0.154334,0.52384,2.43533
-0.351269,0.248181,2.46648
-0.574117,0.239712,2.39659
-0.785227,0.226191,2.33232
-0.871667,0.217419,2.29902
0.0363261,0.264427,2.51263
0.270104,0.263039,2.49405
0.496113,0.264614,2.47266
0.584736,0.26351,2.45021
-0.219474,-0.136025,2.40871
-0.228423,-0.57946,2.45878
-0.237575,-0.93124,2.54618
-0.227905,-0.966324,2.47197
-0.0495473,-0.133092,2.43694
-0.032382,-0.573994,2.45777
-0.0193382,-0.934627,2.55571
-0.00974061,-0.969817,2.48138
-0.138979,-0.0470311,2.43497
-0.147248,0.00770295,2.48461
-0.15774,0.321783,2.4744
-0.154368,0.523832,2.43547
-0.35125,0.248158,2.46656
-0.57411,0.239614,2.39667
-0.785164,0.225995,2.33237
-0.871603,0.216747,2.29924
0.0363129,0.264426,2.51275
0.270367,0.263047,2.49427
0.496961,0.264554,2.47238
0.585729,0.26334,2.45034
-0.219462,-0.136028,2.40883
-0.228427,-0.579457,2.45881
-0.237604,-0.931242,2.54617
-0.227932,-0.966324,2.47196
-0.0495454,-0.133086,2.43704
-0.0323865,-0.573982,2.45779
-0.0193443,-0.934642,2.5557
-0.00974369,-0.969828,2.48138
-0.138974,-0.0470325,2.43508
-0.147246,0.00770024,2.48473
-0.157743,0.321787,2.47453
-0.154404,0.523827,2.4356
-0.351241,0.248134,2.46665
-0.574104,0.239502,2.39676
-0.785105,0.225809,2.33241
-0.871547,0.216117,2.29944
0.0362955,0.264423,2.51286
0.270614,0.263062,2.49447
0.497857,0.264478,2.47208
0.586654,0.263169,2.45051
-0.219451,-0.136028,2.40895
-0.228434,-0.579453,2.45884
-0.237615,-0.931246,2.54618
-0.227942,-0.966326,2.47198
-0.0495435,-0.133079,2.43714
-0.0323914,-0.573969,2.4578
-0.0193261,-0.934605,2.55576
-0.00971941,-0.969779,2.48145
-0.138969,-0.0470313,2.43519
-0.147245,0.00769889,2.48484
-0.157751,0.321786,2.47466
-0.154445,0.523816,2.43572
-0.351238,0.24811,2.46675
-0.574479,0.239479,2.3967
-0.785447,0.225475,2.33238
-0.872031,0.215343,2.29955
0.0362752,0.264422,2.51298
0.270827,0.263084,2.49465
0.498828,0.264412,2.4717
0.587515,0.263035,2.45061
-0.219441,-0.136028,2.40907
-0.228441,-0.579449,2.45887
-0.237614,-0.931248,2.5462
-0.22794,-0.966325,2472
-0.0495415,-0.133068,2.43725
-0.0323969,-0.573961,2.45782
-0.019301,-0.93457,2.55581
-0.00968814,-0.969733,2.48152
-0.138964,-0.0470282,2.43531
-0.147243,0.00769926,2.48496
-0.157756,0.321784,2.4748
-0.154493,0.523803,2.43585
-0.351244,0.248084,2.46686
-0.574822,0.239449,2.39667
-0.785826,0.224859,2.33233
-0.872469,0.214581,2.2996
0.0362513,0.264421,2.51309
0.271014,0.263107,2.49481
0.49938,0.264349,2.47152
0.588243,0.262918,2.45071
-0.219431,-0.136024,2.4092
-0.228448,-0.579442,2.45891
-0.237618,-0.93122,2.54624
-0.227945,-0.966294,2.47205
-0.0495397,-0.133056,2.43735
-0.0324027,-0.573955,2.45783
-0.0192741,-0.934533,2.55586
-0.00965733,-0.969686,2.48158
-0.138959,-0.0470248,2.43543
-0.147241,0.00769881,2.48509
-0.157763,0.321775,2.47493
-0.154547,0.523793,2.43599
-0.351253,0.248058,2.46697
-0.575084,0.239399,2.39668
-0.786079,0.224518,2.33234
-0.87278,0.214014,2.29967
0.0362235,0.264419,2.5132
0.271189,0.263137,2.49496
0.500008,0.264314,2.47125
0.58907,0.262824,2.45078
-0.219422,-0.13602,2.40933
-0.228453,-0.57943,2.45894
-0.237625,-0.931177,2.54629
-0.227955,-0.966247,2.4721
-0.0495371,-0.133044,2.43746
-0.0324088,-0.57395,2.45785
-0.0192602,-0.934491,2.55593
-0.00964101,-0.969635,2.48166
-0.138956,-0.0470202,2.43555
-0.147239,0.00769836,2.48521
-0.15777,0.321757,2.47507
-0.154617,0.523777,2.43617
-0.35127,0.248028,2.46709
-0.575269,0.239341,2.39672
-0.786249,0.224241,2.33239
-0.87298,0.21363,2.29975
0.036196,0.264417,2.51331
0.271363,0.263177,2.49509
0.500305,0.264295,2.47115
0.589644,0.262735,2.45092
-0.219415,-0.136016,2.40946
-0.228458,-0.579414,2.45898
-0.237636,-0.931127,2.54633
-0.227968,-0.966193,2.47215
-0.0495347,-0.133031,2.43756
-0.0324146,-0.573946,2.45787
-0.0192386,-0.934437,2.55599
-0.00961788,-0.96957,2.48173
-0.138954,-0.0470147,2.43567
-0.147238,0.00769951,2.48533
-0.157773,0.321739,2.47519
-0.154683,0.523761,2.43634
-0.35129,0.248002,2.46721
-0.575416,0.239271,2.39677
-0.786379,0.224055,2.33246
-0.873138,0.213401,2.29986
0.0361644,0.264421,2.51342
0.271536,0.263219,2.49523
0.500326,0.264305,2.4712
0.589861,0.262681,2.45109
-0.21941,-0.13601,2.40958
-0.22846,-0.579386,2.45902
-0.237636,-0.931063,2.54639
-0.227971,-0.966125,2.47222
-0.0495347,-0.133018,2.43767
-0.0324198,-0.573942,2.45789
-0.01922,-0.934416,2.55604
-0.00959685,-0.969543,2.4818
-0.138952,-0.0470094,2.43578
-0.147239,0.00770083,2.48544
-0.157778,0.32172,2.47529
-0.154748,0.523748,2.43651
-0.35131,0.247977,2.46732
-0.575544,0.239203,2.39682
-0.786497,0.223921,2.33257
-0.87328,0.213248,2.29998
0.0361324,0.264425,2.51354
0.271707,0.263264,2.49535
0.500263,0.264314,2.4713
0.58999,0.262643,2.45128
-0.219406,-0.136005,2.40971
-0.228459,-0.579354,2.45907
-0.237631,-0.931003,2.54645
-0.227966,-0.966062,2.47228
-0.0495351,-0.133005,2.43778
-0.0324285,-0.573945,2.45791
-0.0191998,-0.934416,2.55611
-0.00957459,-0.969539,2.48188
-0.13895,-0.0470008,2.4359
-0.147239,0.00770447,2.48556
-0.15778,0.3217,2.47541
-0.154806,0.523734,2.43667
-0.351331,0.247953,2.46744
-0.57564,0.239135,2.39689
-0.786575,0.223851,2.33266
-0.873401,0.213205,2.30014
0.0361045,0.264433,2.51366
0.271887,0.26331,2.49547
0.500126,0.264315,2.47145
0.590032,0.262613,2.45163
-0.219401,-136,2.40983
-0.228459,-0.579316,2.45912
-0.237618,-0.930933,2.54652
-0.227955,-0.965988,2.47236
-0.0495344,-0.132989,2.43788
-0.0324374,-0.573955,2.45795
-0.0191932,-0.934451,2.55619
-0.0095662,-0.969569,2.48198
-0.138947,-0.046991,2.43602
-0.147237,0.0077086,2.48568
-0.157783,0.321675,2.47552
-0.154896,0.523735,2.43689
-0.351356,0.247926,2.46755
-0.575722,0.239069,2.39696
-0.78665,0.223812,2.33279
-0.873512,0.213214,2.30031
0.0360775,0.264444,2.51378
0.272231,0.263378,2.49567
0.499962,0.264306,2.47161
0.590032,0.262576,2.45198
-0.219395,-0.135994,2.40996
-0.228457,-0.579273,2.45918
-0.23761,-0.93084,2.54659
-0.227948,-0.965892,2.47243
-0.0495318,-0.132973,2.43799
-0.0324447,-0.573969,2.45798
-0.0191821,-0.93449,2.55626
-0.00955388,-0.969605,2.48205
-0.138944,-0.046981,2.43614
-0.147237,0.00771275,2.48579
-0.157788,0.321647,2.47562
-0.15499,0.523721,2.4371
-0.351382,0.247898,2.46766
-0.575794,0.239006,2.39703
-0.786715,0.223793,2.33291
-0.873609,0.213254,2.30046
0.036051,0.264457,2.5139
0.272563,0.263448,2.49585
0.499793,0.264294,2.47177
0.590014,0.262538,2.45228
-0.21939,-0.13599,2.41008
-0.228453,-0.57923,2.45924
-0.237593,-0.930765,2.54665
-0.22793,-0.965814,2.4725
-0.0495284,-0.132956,2.4381
-0.0324474,-0.573973,2.45802
-0.0191705,-0.934537,2.55632
-0.00954075,-0.969648,2.48212
-0.138941,-0.0469709,2.43625
-0.147237,0.00771738,2.4859
-0.157795,0.321622,2.47572
-0.155081,0.523708,2.43731
-0.351409,0.247871,2.46778
-0.575854,0.238945,2.3971
-0.786761,0.223784,2.33303
-0.873684,0.213315,2.30061
0.0360181,0.26447,2.51403
0.273233,0.263564,2.49605
0.499676,0.264275,2.47194
0.590022,0.262491,2.45254
-0.219384,-0.135985,2.4102
-0.228447,-0.579186,2.45931
-0.237584,-0.930695,2.5467
-0.227922,-0.965741,2.47256
-0.0495249,-0.132938,2.4382
-0.0324488,-0.573974,2.45806
-0.0191611,-0.934574,2.55636
-0.00952983,-0.969683,2.48216
-0.13894,-0.0469554,2.43637
-0.147238,0.00772677,2.48602
-0.157802,0.321597,2.47581
-0.155171,0.523653,2.43747
-0.351457,0.247852,2.46791
-0.575905,0.238887,2.39718
-0.786794,0.223773,2.33312
-0.873746,0.213381,2.30073
0.0359866,0.264483,2.51416
0.273804,0.263669,2.49622
0.499585,0.264248,2.4721
0.59004,0.262417,2.4528
-0.219382,-0.135978,2.41033
-0.228441,-0.579125,2.45937
-0.237573,-0.930617,2.54675
-0.227913,-0.965662,2.47261
-0.0495214,-0.132918,2.4383
-0.0324465,-0.573972,2.4581
-0.0191592,-0.934583,2.55637
-0.00952761,-0.96969,2.48218
-0.138939,-0.0469372,2.43649
-0.147238,0.0077388,2.48614
-0.157809,0.321575,2.47591
-0.155255,0.523599,2.43762
-0.351509,0.247833,2.46805
-0.575956,0.238832,2.39725
-0.786826,0.223769,2.3332
-0.873803,0.213454,2.30083
0.0359555,0.264501,2.51429
0.274294,0.263768,2.49637
0.499496,0.264217,2.47226
0.590052,0.262351,2.45306
-0.21938,-0.135971,2.41045
-0.228438,-0.579037,2.45944
-0.237564,-0.930516,2.5468
-0.227906,-0.965559,2.47266
-0.0495172,-0.132896,2.43841
-0.0324432,-0.573969,2.45815
-0.0191552,-0.934582,2.55638
-0.00952363,-0.969688,2.48219
-0.138938,-0.0469177,2.43661
-0.147239,0.00775081,2.48626
-0.15782,0.321547,2.47603
-0.155328,0.523527,2.43776
-0.35156,0.247815,2.46819
-0.576351,0.23891,2.39718
-0.787171,0.223734,2.3333
-0.85852,0.216768,2.30553
0.0359298,0.264525,2.51443
0.275028,0.263891,2.49656
0.499432,0.26418,2.47245
0.5901,0.262287,2.45341
-0.219379,-0.135964,2.41057
-0.228435,-0.578935,2.45951
-0.237535,-0.930414,2.54685
-0.227878,-0.965455,2.47271
-0.049512,-0.132873,2.43851
-0.0324368,-0.573965,2.45819
-0.0191521,-0.934587,2.55639
-0.00952037,-0.969691,2.4822
-0.138934,-0.0468986,2.43673
-0.147238,0.00776274,2.48637
-0.15783,0.321521,2.47614
-0.155389,0.523463,2.43789
-0.351596,0.247787,2.46831
-0.576537,0.238914,2.39722
-0.78732,0.223725,2.33338
-0.848925,0.218826,2.30862
0.0359099,0.264553,2.51457
0.275533,0.264019,2.49671
0.499457,0.264148,2.47256
0.590368,0.262104,2.45388
-0.219375,-0.135958,2.41068
-0.228432,-0.578824,2.45958
-0.237495,-0.930301,2.54689
-0.227839,-0.96534,2.47276
-0.0494985,-0.132848,2.43863
-0.0324314,-0.573963,2.45823
-0.019143,-0.934583,2.55643
-0.0095098,-0.969684,2.48226
-0.13893,-0.0468804,2.43684
-0.147238,0.00777408,2.48648
-0.157847,0.321495,2.47624
-0.155444,0.523399,2.43801
-0.351628,0.24776,2.46843
-0.577328,0.239094,2.39701
-0.788013,0.223639,2.33341
-0.842452,0.220138,2.3106
0.0358915,0.26458,2.5147
0.275931,0.264131,2.49684
0.499487,0.26412,2.47266
0.590609,0.261942,2.45428
-0.219371,-0.135952,2.41079
-0.228427,-0.578718,2.45964
-0.237454,-0.930202,2.54693
-0.227798,-0.96524,2.47281
-0.0494844,-0.132823,2.43874
-0.0323018,-0.574337,2.45858
-0.0191357,-0.934591,2.55649
-0.00950148,-0.96969,2.48232
-0.138926,-0.0468614,2.43695
-0.147237,0.00778664,2.48659
-0.157865,0.321475,2.47635
-0.155486,0.523346,2.43812
-0.351656,0.247736,2.46854
-0.577819,0.239166,2.39694
-0.788435,0.223583,2.33343
-0.838171,0.221019,2.31181
0.0358798,0.264609,2.51483
0.276469,0.264241,2.49696
0.499542,0.264082,2.47274
0.590763,0.261868,2.45445
-0.219367,-0.135946,2.41089
-0.228422,-0.578607,2.4597
